"","Strain","max","min","mean","median","count"
"162","HAN21/1",0.359030837004406,0.359030837004406,0.359030837004406,0.359030837004406,1
"163","VP642",0.339904420549582,0.339904420549582,0.339904420549582,0.339904420549582,1
"164","VP216",0.335598980458793,0.335598980458793,0.335598980458793,0.335598980458793,1
"165","UTEX 1163",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1
"166","VP452",0.331929402326514,0.331929402326514,0.331929402326514,0.331929402326514,1
"167","VP417",0.322261328640563,0.322261328640563,0.322261328640563,0.322261328640563,1
"168","HKVV",0.316852966466036,0.316852966466036,0.316852966466036,0.316852966466036,1
"169","HT-58-2",0.315276273022752,0.270864946889226,0.292622441825153,0.29172610556348,3
"170","UTEX LB2385",0.308423913043478,0.274831964152353,0.293091744572951,0.298349056603774,6
"171","TAU IL-374",0.301615168539326,0.301615168539326,0.301615168539326,0.301615168539326,1
"172","VP727",0.294765342960289,0.294765342960289,0.294765342960289,0.294765342960289,1
"173","# KMCC CY-11",0.293134328358209,0.293134328358209,0.293134328358209,0.293134328358209,1
"174","SYKE 748A",0.292317779477652,0.292317779477652,0.292317779477652,0.292317779477652,1
"175","TAU IL-337",0.29013079667063,0.29013079667063,0.29013079667063,0.29013079667063,1
"176","TAU IL-235",0.289007092198582,0.276055124892334,0.282531108545458,0.282531108545458,2
"177","NIES-100",0.286096256684492,0.111089108910891,0.165080146463764,0.156002875629044,7
"178","NIES-299",0.284661754855994,0.284661754855994,0.284661754855994,0.284661754855994,1
"179","NIES-103",0.283552631578948,0.195509153318078,0.249349708889726,0.268987341772152,3
"180","91/1",0.281893004115226,0.281893004115226,0.281893004115226,0.281893004115226,1
"181","TAU IL-184-6",0.275055679287305,0.252650176678445,0.264969359433797,0.266085790884719,4
"182","LT/PHB/002",0.269837790442788,0.269837790442788,0.269837790442788,0.269837790442788,1
"183","LTPNA08/09",0.266531713900135,0.251109139307897,0.258820426604016,0.258820426604016,2
"184","[Dolichospermum flos-aquae]NIVA-CYA 656",0.264889393079977,0.264889393079977,0.264889393079977,0.264889393079977,1
"185","1TU32S11",0.262714867978026,0.262714867978026,0.262714867978026,0.262714867978026,1
"186","1TU31S9",0.255743332453129,0.255743332453129,0.255743332453129,0.255743332453129,1
"187","SYKE763A",0.255743332453129,0.255743332453129,0.255743332453129,0.255743332453129,1
"188","SYKE844B",0.255692167577414,0.255692167577414,0.255692167577414,0.255692167577414,1
"189","NIVA-CYA 656",0.254709677419355,0.119055823569952,0.156829916741313,0.128647214854112,5
"190","SYKE 764",0.253059303420144,0.215612777053455,0.233151370141227,0.230782029950083,3
"191","31",0.252650176678445,0.227709190672154,0.240179683675299,0.240179683675299,2
"192","1TU33S10",0.248655913978495,0.248655913978495,0.248655913978495,0.248655913978495,1
"193","TAU IL-376",0.240983606557377,0.240983606557377,0.240983606557377,0.240983606557377,1
"194","NIES-205",0.238683662851197,0.0751127395715895,0.161892177964519,0.162245444801715,5
"195","NIES-596",0.238683662851197,0.134892086330935,0.194719764648242,0.210583544762595,3
"196","NIES 89",0.238184546136534,0.238184546136534,0.238184546136534,0.238184546136534,1
"197","NIES 90",0.238184546136534,0.238184546136534,0.238184546136534,0.238184546136534,1
"198","1TU39S8",0.237676663219579,0.237676663219579,0.237676663219579,0.237676663219579,1
"199","TAU IL-361",0.234639358860196,0.171171171171171,0.190555941086882,0.184611053183074,6
"200","UK2aImI",0.230817413091137,0.223221586263287,0.22687689709658,0.226734294515948,4
"201","299A",0.227903391572456,0.227903391572456,0.227903391572456,0.227903391572456,1
"202","PCC 6910",0.227384684281236,0.227384684281236,0.227384684281236,0.227384684281236,1
"203","1TU44S9",0.224770642201835,0.224770642201835,0.224770642201835,0.224770642201835,1
"204","42",0.223172628304821,0.223172628304821,0.223172628304821,0.223172628304821,1
"205","K-139",0.221586847748391,0.124687388352983,0.173137118050687,0.173137118050687,2
"206","UHCC-0232 (formerly TR232)",0.219621513944223,0.219621513944223,0.219621513944223,0.219621513944223,1
"207","SYKE816",0.219350961538462,0.219350961538462,0.219350961538462,0.219350961538462,1
